file_path,transcript,mfcc_features
data\TNI\TNI\wav\arctic_a0295.wav,And twenty men could hold it with spears and arrows,"[[-6.09403137e+02  1.15859085e+02  4.16300774e+01 ...  1.02619381e+01
   4.97356224e+00 -2.66037250e+00]
 [-6.05357544e+02  1.24535301e+02  5.00533142e+01 ...  4.95913458e+00
   1.08071613e+00  1.00990429e+01]
 [-6.00359497e+02  1.29292419e+02  5.72607117e+01 ...  1.24949608e+01
   1.05427170e+01  6.76720381e+00]
 ...
 [-5.59671143e+02  1.04980728e+02  3.68801880e+01 ... -7.15706110e+00
  -6.35886240e+00  8.47632027e+00]
 [-5.68786865e+02  9.85601654e+01  3.85961304e+01 ...  5.52104354e-01
  -9.32026386e-01  9.23680878e+00]
 [-5.64930786e+02  9.05193024e+01  3.25548019e+01 ...  4.34093094e+00
   8.90799713e+00 -2.96217251e+00]]"
data\TNI\TNI\wav\arctic_a0296.wav,Bassett was a fastidious man,"[[-6.24118591e+02  1.15345100e+02  2.51569786e+01 ... -8.88075829e+00
   9.55096531e+00  4.88104916e+00]
 [-6.20130859e+02  1.13236130e+02  2.89992371e+01 ... -5.17577171e+00
   1.15779276e+01  2.50123978e+00]
 [-6.21371521e+02  1.19428894e+02  3.21406708e+01 ... -1.65137589e-01
   6.73285913e+00  6.83194351e+00]
 ...
 [-6.08193848e+02  1.48638870e+02  3.95241852e+01 ...  6.76293373e+00
  -2.23635316e+00  1.13778996e+00]
 [-6.11925171e+02  1.42802734e+02  4.40735779e+01 ...  6.10707760e+00
   5.65116704e-01 -1.00558586e+01]
 [-5.57895386e+02  1.02301071e+02  1.97449913e+01 ...  4.92915440e+00
   8.60264111e+00  6.09480476e+00]]"
data\TNI\TNI\wav\arctic_a0297.wav,There's a big English general right now whose name is Roberts,"[[-5.65831909e+02  1.05757591e+02  2.04990578e+01 ...  2.55090213e+00
   3.63147378e+00  3.51555645e-01]
 [-6.06492432e+02  1.03882339e+02  4.98034706e+01 ...  7.20677280e+00
   9.12749827e-01  6.31684446e+00]
 [-6.08837646e+02  1.04988815e+02  5.47312012e+01 ...  4.19704723e+00
  -3.32937241e+00  2.42684901e-01]
 ...
 [-6.00541260e+02  1.12621979e+02  5.47688637e+01 ... -2.97816753e+00
   1.08158541e+00  7.51036453e+00]
 [-5.95039551e+02  1.15515778e+02  5.05293579e+01 ... -1.50908554e+00
   3.09758711e+00  5.97764015e+00]
 [-5.16599121e+02  9.89539642e+01  2.60258141e+01 ...  5.93357038e+00
   3.73243666e+00  5.19538581e-01]]"
data\TNI\TNI\wav\arctic_a0298.wav,This tacit promise of continued acquaintance gave Saxon a little joy thrill,"[[-7.4036511e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.4036511e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.4036511e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.0973175e+02  1.2911749e+02  5.3055054e+01 ...  1.0038492e+01
   7.5087671e+00 -9.8311341e-01]
 [-6.1197943e+02  1.2529980e+02  4.7315830e+01 ...  6.2089701e+00
   1.3908830e+01  8.7226686e+00]
 [-6.4805945e+02  1.0122578e+02  5.4908562e+01 ... -2.5279717e+00
   1.3029286e+00 -2.7376959e-01]]"
data\TNI\TNI\wav\arctic_a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot,"[[-6.3678564e+02  1.3421936e+02  6.4275307e+01 ...  6.2539697e+00
   4.1696272e+00 -5.3710532e-01]
 [-6.1377802e+02  1.4000668e+02  6.0299969e+01 ...  1.0650736e+01
   8.0979118e+00 -1.0066837e+00]
 [-6.1235638e+02  1.3268198e+02  4.9804581e+01 ... -1.6766794e+00
   1.2394104e+00  6.2200303e+00]
 ...
 [-6.1941479e+02  1.2510797e+02  4.3090973e+01 ...  7.4532909e+00
   2.0857378e+01  8.8118477e+00]
 [-6.1716199e+02  1.2333247e+02  3.6910927e+01 ...  6.5566759e+00
   1.0616792e+01  5.8904295e+00]
 [-5.2324561e+02  9.3386444e+01  2.3135185e+01 ... -8.3782953e-01
   1.6861801e+00  6.5195665e+00]]"
data\TNI\TNI\wav\arctic_a0300.wav,From my earliest recollection of my sleep was a period of terror,"[[-534.32886    109.15622     21.626217  ...   10.198936     0.9908068
     1.1451297]
 [-573.5937     102.46672     47.377975  ...   10.888233     9.63644
   -10.830825 ]
 [-571.4054     108.029755    40.151306  ...    8.567062     7.0668554
   -15.567453 ]
 ...
 [-578.2816     117.50635     39.481594  ...    1.0794932    5.732667
     1.5691873]
 [-579.5803     120.14847     44.81241   ...    3.7411273   13.236271
     8.629065 ]
 [-554.7041     118.71432     42.58396   ...   -2.8398595    6.2524776
     7.043968 ]]"
data\TNI\TNI\wav\arctic_a0301.wav,But all my dreams violated this law,"[[-576.3293     103.85559      6.3351755 ...    4.397781    12.442437
     9.893116 ]
 [-548.2678     116.13097      6.5351987 ...    2.5880046   10.086505
    -8.4298115]
 [-572.61096    102.464966    -1.1654392 ...   13.096576    10.860633
    -4.7910156]
 ...
 [-613.2321     125.85886     50.49949   ...    4.266904     4.86395
     6.469113 ]
 [-619.3355     111.846985    35.188995  ...   -2.0060875    5.167442
     6.891083 ]
 [-575.6412     110.270294    25.535461  ...   -0.8224305  -11.192812
    -6.428562 ]]"
data\TNI\TNI\wav\arctic_a0302.wav,It is very plausible to such people a most convincing hypothesis,"[[-497.92557     92.46057     31.426352  ...  -12.981335    13.128402
    -8.447859 ]
 [-580.5473      96.76303     76.877716  ...   -9.979976     9.853433
   -14.36156  ]
 [-607.3585     112.39462     62.067986  ...   -1.0589615   15.820456
     7.6844764]
 ...
 [-519.8317      63.531303    28.660145  ...   -5.1475096   10.84661
   -13.09476  ]
 [-527.89264     59.108498    40.677734  ...  -22.204506    12.926706
    -8.021295 ]
 [-562.0923      57.949       34.475685  ...  -14.552168     7.6043935
   -11.19882  ]]"
data\TNI\TNI\wav\arctic_a0303.wav,But they make the mistake of ignoring their own duality,"[[-6.13138062e+02  1.04439987e+02  3.55884094e+01 ...  4.03311920e+00
   2.41591930e+00 -2.78617477e+00]
 [-6.12323914e+02  1.20263145e+02  5.42269249e+01 ... -1.38999379e+00
  -1.52496636e-01  8.61722755e+00]
 [-6.14726685e+02  1.14718689e+02  4.74850349e+01 ... -3.36891341e+00
  -5.90461910e-01  1.59462032e+01]
 ...
 [-5.87473633e+02  1.12262924e+02  6.09630928e+01 ...  7.18043900e+00
   2.36245561e+00  5.71650696e+00]
 [-5.90265991e+02  1.11480797e+02  6.04419403e+01 ...  2.68589854e+00
  -8.13037395e-01  8.44267464e+00]
 [-6.32730652e+02  1.00355957e+02  5.43554611e+01 ...  5.04483700e+00
   1.33568010e+01  1.02946978e+01]]"
data\TNI\TNI\wav\arctic_a0304.wav,I graduated last of my class,"[[-6.03576050e+02  1.04350754e+02  2.93074913e+01 ...  4.36310172e-01
   2.25602379e+01  1.92879725e+00]
 [-5.56329895e+02  7.16973419e+01  4.60159378e+01 ... -3.72333479e+00
   1.42601843e+01 -7.96036148e+00]
 [-5.54085022e+02  7.11982422e+01  2.08653831e+01 ...  1.04551852e+00
   1.41700697e+01 -1.41189880e+01]
 ...
 [-6.03748413e+02  1.20911240e+02  4.44433670e+01 ...  1.34400883e+01
   1.18603592e+01  1.54877424e+00]
 [-5.94634155e+02  1.25602615e+02  4.03385544e+01 ...  4.37031910e-02
   8.27546501e+00  1.62162952e+01]
 [-5.96110107e+02  1.20985687e+02  3.71746521e+01 ...  3.14533806e+00
   1.26417294e+01  6.57430840e+00]]"
data\TNI\TNI\wav\arctic_a0305.wav,They had no fixed values to be altered by adjectives and adverbs,"[[-541.65424      97.7357       12.993126   ...  -10.660479
    -2.2453241    -5.832325  ]
 [-552.8449       86.67938      12.138245   ...   -6.3447647
     9.547973      0.7108564 ]
 [-552.85974     100.59209      17.658731   ...   -3.026404
    16.643726     16.736176  ]
 ...
 [-602.10254     107.59647      57.399277   ...   18.216347
     0.66132325    6.287052  ]
 [-604.5515      113.120255     58.091194   ...    8.981753
    -5.634992     -8.801839  ]
 [-500.98807      94.421165     26.318975   ...    4.324231
     3.1593065     2.4357944 ]]"
data\TNI\TNI\wav\arctic_a0306.wav,He was pressing beyond the limits of his vocabulary,"[[-713.08386       0.            0.         ...    0.
     0.            0.        ]
 [-713.08386       0.            0.         ...    0.
     0.            0.        ]
 [-713.08386       0.            0.         ...    0.
     0.            0.        ]
 ...
 [-595.6107      125.90338      57.004448   ...    4.876129
     1.5676596     6.8733716 ]
 [-592.99713     124.0463       55.97464    ...    0.99975425
    -4.510309     -3.191939  ]
 [-579.90784     102.876526     25.883163   ...    8.537792
     4.9033117     9.311003  ]]"
data\TNI\TNI\wav\arctic_a0307.wav,Very early in my life I separated from my mother,"[[-594.3514      112.16408      31.16103    ...   16.743332
    13.224262      6.999439  ]
 [-596.9272      122.3188       46.53991    ...    5.778285
     4.8595743     6.0067635 ]
 [-597.8056      117.09213      47.78583    ...   10.089298
    11.577539      9.640549  ]
 ...
 [-601.07104     123.38092      46.440666   ...    7.846034
     2.9228308     2.7396808 ]
 [-601.9133      115.90178      41.87496    ...    5.8028193
    -0.61732674    0.6772677 ]
 [-524.8971       54.893356     37.285828   ...    6.5380154
     6.410446      1.7155561 ]]"
data\TNI\TNI\wav\arctic_a0308.wav,His infernal chattering worries me even now as I think of it,"[[-7.4252728e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.4252728e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.4252728e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.8729932e+02  1.1387344e+02  4.4949100e+01 ...  8.4430838e+00
   6.7738008e+00  1.1221459e+01]
 [-5.8834619e+02  1.1074188e+02  4.1187290e+01 ...  3.0968374e-01
  -3.2272699e+00 -2.5258460e+00]
 [-5.4461932e+02  1.0076587e+02  3.3060127e+01 ... -8.6312532e-02
   1.7348187e+00  2.6024232e+00]]"
data\TNI\TNI\wav\arctic_a0309.wav,White Leghorns said Mortimer,"[[-5.79350464e+02  1.02279129e+02  9.16942596e+00 ... -4.27851295e+00
   9.95466042e+00 -2.46542156e-01]
 [-5.42648621e+02  1.20761086e+02  1.45190067e+01 ...  1.10447617e+01
   2.29769554e+01  2.49519825e+00]
 [-5.55279846e+02  1.25326248e+02  2.30456009e+01 ...  1.06449022e+01
   2.64645729e+01  8.15392780e+00]
 ...
 [-5.76794556e+02  1.11643257e+02  3.48133087e+01 ... -1.06042986e+01
   1.04799576e+01  9.26354313e+00]
 [-5.87224365e+02  1.17444214e+02  3.61511230e+01 ... -1.28625005e-01
   1.09817629e+01  1.02378120e+01]
 [-6.24346375e+02  1.13666595e+02  4.52970734e+01 ... -3.46649933e+00
   2.80396819e+00  6.04334641e+00]]"
data\TNI\TNI\wav\arctic_a0310.wav,Massage under tension was the cryptic reply,"[[-549.3387     111.98064     13.958473  ...    5.615362    11.2514305
     3.2863154]
 [-614.0216     135.84705     54.544434  ...   -6.1978245    2.7733028
     8.103033 ]
 [-624.74255    119.7164      46.535355  ...    4.556975     8.801319
     8.6127825]
 ...
 [-778.138        0.           0.        ...    0.           0.
     0.       ]
 [-778.138        0.           0.        ...    0.           0.
     0.       ]
 [-778.138        0.           0.        ...    0.           0.
     0.       ]]"
data\TNI\TNI\wav\arctic_a0311.wav,Therefore hurrah for the game,"[[-530.1509      102.51208      26.710716   ...    4.1699677
     0.83342624   -2.1673813 ]
 [-590.84375      80.56615      45.443405   ...   -0.7382218
     1.7578528     5.1407123 ]
 [-576.01166      89.60679      51.865196   ...    4.71749
    13.476786     13.397917  ]
 ...
 [-661.87555       0.            0.         ...    0.
     0.            0.        ]
 [-661.87555       0.            0.         ...    0.
     0.            0.        ]
 [-661.87555       0.            0.         ...    0.
     0.            0.        ]]"
data\TNI\TNI\wav\arctic_a0312.wav,It lived in perpetual apprehension of that quarter of the compass,"[[-514.0006      66.87918      1.1007695 ...   12.835054     8.291636
     1.5133754]
 [-504.26843     51.28026      4.030903  ...    3.8008819   18.925753
    11.439739 ]
 [-488.4369      73.631454    10.699534  ...    5.698789    22.537151
     6.209256 ]
 ...
 [-586.2757      99.83162     49.118862  ...    7.409917    10.30357
     9.710573 ]
 [-592.2175      92.35169     43.676044  ...    6.880062     8.511992
    10.109772 ]
 [-594.67944     85.3521      40.654472  ...   10.57531     14.443579
    12.596133 ]]"
data\TNI\TNI\wav\arctic_a0313.wav,Broken Tooth yelled with fright and pain,"[[-5.43322083e+02  1.05524475e+02  1.80392151e+01 ...  8.13032448e-01
   2.80266666e+00  8.17719996e-01]
 [-5.92335266e+02  1.04613266e+02  5.41098938e+01 ...  1.35219097e+00
  -2.71036339e+00 -1.91280890e+00]
 [-5.97316284e+02  9.92552109e+01  5.28464661e+01 ... -8.99526691e+00
  -3.77150893e+00  3.42346144e+00]
 ...
 [-5.89968750e+02  1.12881943e+02  6.67763672e+01 ... -4.72475719e+00
  -6.85829639e+00  3.98932028e+00]
 [-6.00434326e+02  9.70371246e+01  5.22100449e+01 ...  3.63081408e+00
  -2.63917398e+00 -1.93797386e+00]
 [-6.09113708e+02  9.43938599e+01  5.87614212e+01 ...  1.11836510e+01
   4.21743631e+00 -6.69510365e-02]]"
data\TNI\TNI\wav\arctic_a0314.wav,Thus was momentum gained in the Younger World,"[[-6.3626678e+02  1.0385803e+02  4.4221413e+01 ...  1.2301197e+00
   9.8545284e+00  1.8129904e+01]
 [-6.1555847e+02  1.2271170e+02  5.7217827e+01 ...  2.2662354e-01
   5.3475695e+00 -6.1972505e-01]
 [-6.0996057e+02  1.2685190e+02  5.2365517e+01 ... -5.1495066e+00
   2.4264398e+00  6.4582109e+00]
 ...
 [-6.1370996e+02  1.2154549e+02  5.0959846e+01 ...  1.5392494e+01
   1.4883091e+01  7.9342828e+00]
 [-5.9204846e+02  9.5004791e+01  5.5082108e+01 ...  8.1509686e+00
   9.2053814e+00  1.6788200e+01]
 [-4.9253082e+02  3.2066654e+01  4.1723457e+01 ... -2.7506167e-01
   7.9806843e+00 -2.8506083e+00]]"
data\TNI\TNI\wav\arctic_a0315.wav,Saxon waited for she knew a fresh idea had struck Billy,"[[-5.9583740e+02  9.6031067e+01  2.1764618e+01 ...  4.0024662e+00
   1.1259536e+01 -5.6283373e-01]
 [-5.8817230e+02  9.6962433e+01  1.6211332e+01 ... -4.0268183e-02
   1.2277484e+01  9.3539839e+00]
 [-5.8496228e+02  1.1514283e+02  4.6734249e+01 ... -3.6333060e+00
   9.7868767e+00  3.8506877e-01]
 ...
 [-6.1048340e+02  1.0229148e+02  5.4502747e+01 ...  3.0954170e+00
   8.0422964e+00  1.0289805e+01]
 [-5.9720172e+02  1.0677370e+02  4.8116539e+01 ...  6.0618296e+00
  -3.4665382e-01 -5.6551921e-01]
 [-4.8264258e+02  9.1834763e+01  2.3465908e+01 ...  8.2159519e+00
   1.8897923e+00  2.2360368e+00]]"
data\TNI\TNI\wav\arctic_a0316.wav,We had been chased by them ourselves more than once,"[[-5.7778613e+02  1.0447560e+02  2.5241383e+01 ...  1.1046290e-02
  -2.9041550e+00 -6.6316414e+00]
 [-5.8599908e+02  1.0073297e+02  4.7045883e+01 ...  6.6315193e+00
   9.8521805e-01 -7.8956705e-01]
 [-5.7962543e+02  9.1986023e+01  4.6378883e+01 ...  1.3804298e+01
   4.8282971e+00  1.0222857e+00]
 ...
 [-6.0694000e+02  1.0957013e+02  5.8367615e+01 ...  9.8487558e+00
   1.0340954e+01  2.5093851e+00]
 [-5.8472852e+02  1.2502468e+02  5.1711464e+01 ...  1.0212589e+01
   3.2422407e+00  2.8853884e+00]
 [-5.0239154e+02  9.4963974e+01  3.0814077e+01 ...  4.3762989e+00
  -2.7985368e+00 -5.1163754e+00]]"
data\TNI\TNI\wav\arctic_a0317.wav,He was a wise hyena,"[[-5.89213440e+02  1.03974144e+02  2.08586578e+01 ...  1.45866737e+01
   4.15755749e-01 -9.72251797e+00]
 [-5.65150696e+02  1.13813148e+02  2.69939728e+01 ... -1.93873847e+00
  -9.19990444e+00 -8.02905083e+00]
 [-5.70516296e+02  1.11822517e+02  2.57345963e+01 ...  2.95133185e+00
  -4.64655876e+00 -7.85869408e+00]
 ...
 [-6.12142883e+02  1.15600983e+02  5.21865349e+01 ... -1.00846119e+01
  -5.76052284e+00  6.49027157e+00]
 [-6.09248413e+02  1.17831688e+02  5.42661591e+01 ... -1.02271004e+01
  -6.32952356e+00 -1.48345292e+00]
 [-6.04826111e+02  1.07213486e+02  4.28602753e+01 ... -8.93970299e+00
  -6.00266457e+00 -1.25918121e+01]]"
data\TNI\TNI\wav\arctic_a0318.wav,Production is doubling and quadrupling upon itself,"[[-5.41648621e+02  1.02518135e+02  1.73556900e+01 ... -8.14539790e-02
   1.35429516e+01 -3.50274777e+00]
 [-5.36478394e+02  9.56319275e+01  1.27948847e+01 ... -4.34746802e-01
   1.39225197e+01 -1.06193864e+00]
 [-5.44573547e+02  8.54066086e+01  6.12352371e+00 ...  4.56167030e+00
   1.96754150e+01 -5.27905560e+00]
 ...
 [-5.91958679e+02  1.04634171e+02  4.96907196e+01 ...  6.95860815e+00
   3.66204906e+00  9.97845829e-01]
 [-5.82777588e+02  1.10317390e+02  4.64493217e+01 ...  4.49083614e+00
   3.33118200e+00 -9.95654392e+00]
 [-5.66971863e+02  9.89658203e+01  3.67599640e+01 ...  4.99222428e-01
   3.27454805e-02 -1.77241838e+00]]"
data\TNI\TNI\wav\arctic_a0319.wav,And the Edinburgh Evening News says with editorial gloom,"[[-644.8419      86.30591     42.76165   ...    8.946959     6.1609163
    -2.7167482]
 [-610.1344     116.22189     55.033684  ...    6.7929306    1.0760858
    -0.8673438]
 [-602.34937    117.66908     54.87118   ...   -9.80242     -6.5912046
     2.8164606]
 ...
 [-723.55304      0.           0.        ...    0.           0.
     0.       ]
 [-723.55304      0.           0.        ...    0.           0.
     0.       ]
 [-723.55304      0.           0.        ...    0.           0.
     0.       ]]"
data\TNI\TNI\wav\arctic_a0320.wav,With my strength I slammed it full into Red Eye's face,"[[-5.0035257e+02  1.1376130e+02  1.0857273e+01 ...  6.4236679e+00
   3.3017826e+00  4.5091867e+00]
 [-5.9671289e+02  1.1493994e+02  6.6529526e+01 ...  1.6382983e+00
   6.9352260e+00  1.3474594e+01]
 [-5.9626013e+02  1.1179724e+02  6.0083946e+01 ...  8.7880878e+00
   7.3349471e+00  3.2255089e+00]
 ...
 [-5.8988470e+02  1.0901515e+02  5.2148933e+01 ... -5.5438480e+00
   2.8555038e+00  7.1495466e+00]
 [-5.9396509e+02  1.0868520e+02  5.2873085e+01 ... -1.3211017e+01
  -1.7279735e+00  9.7977953e+00]
 [-5.4754089e+02  9.8608658e+01  2.4459270e+01 ...  2.0185471e-01
   4.5520658e+00  5.9537406e+00]]"
data\TNI\TNI\wav\arctic_a0321.wav,The log on which Lop Ear was lying got adrift,"[[-6.16872437e+02  8.83170929e+01  2.21431961e+01 ...  1.39807320e+01
   9.67393208e+00 -1.81913543e+00]
 [-5.97740601e+02  1.17166382e+02  4.73838997e+01 ...  8.38280201e+00
   7.63558245e+00  2.17533708e+00]
 [-5.97294800e+02  1.10505310e+02  5.40322800e+01 ...  7.90441990e+00
   1.23941097e+01  2.95033765e+00]
 ...
 [-6.03723328e+02  1.09686165e+02  4.69442673e+01 ...  6.89625740e-02
  -6.30257130e+00  1.66842771e+00]
 [-5.87582336e+02  1.23292206e+02  4.62748871e+01 ...  4.83855247e+00
   4.89027691e+00  7.39514637e+00]
 [-5.90474548e+02  9.96565704e+01  2.98369217e+01 ...  4.73378515e+00
   7.95324183e+00  3.31905699e+00]]"
data\TNI\TNI\wav\arctic_a0322.wav,This is a common experience with all of us,"[[-4.95413696e+02  1.09452293e+02  5.36762905e+00 ... -1.49293721e-01
   5.63720369e+00  3.05945635e+00]
 [-6.06283569e+02  1.04816803e+02  5.84807968e+01 ...  3.80761671e+00
   2.46756339e+00 -5.39050770e+00]
 [-5.44972107e+02  5.55365524e+01  2.96925983e+01 ...  1.49974070e+01
   2.35939255e+01 -4.14856863e+00]
 ...
 [-5.99037231e+02  1.06337967e+02  4.00350647e+01 ... -3.83766484e+00
   1.31529217e+01  4.99945545e+00]
 [-5.89066589e+02  1.20602264e+02  4.78390045e+01 ...  6.24307442e+00
   2.28448524e+01  9.06351376e+00]
 [-5.77714539e+02  1.08639099e+02  2.14973793e+01 ... -7.55503511e+00
  -2.33098984e+00 -2.68171763e+00]]"
data\TNI\TNI\wav\arctic_a0323.wav,He considered the victory already his and stepped forward to the meat,"[[-686.77826      0.           0.        ...    0.           0.
     0.       ]
 [-686.77826      0.           0.        ...    0.           0.
     0.       ]
 [-686.77826      0.           0.        ...    0.           0.
     0.       ]
 ...
 [-594.2863      93.99695     42.672688  ...    8.107565    12.461471
     7.010688 ]
 [-581.3253     108.78404     50.485367  ...   -1.7942343    2.597141
     5.0044565]
 [-563.5929      99.47286     23.465004  ...   -3.794919     4.844016
     3.2525887]]"
data\TNI\TNI\wav\arctic_a0324.wav,It was not Red Eye's ways to forego revenge so easily,"[[-6.01053589e+02  1.04530792e+02  4.73648758e+01 ...  8.70114231e+00
   1.09495997e+00 -6.36372471e+00]
 [-5.96496887e+02  1.15181961e+02  5.99256248e+01 ... -8.20635796e+00
  -2.58586597e+00  5.35050273e-01]
 [-6.07368530e+02  1.07525955e+02  6.19493484e+01 ...  1.07856321e+00
   1.54782403e+00  2.63472605e+00]
 ...
 [-5.94927734e+02  1.03851364e+02  4.24636269e+01 ...  4.11737204e+00
   9.73582458e+00  2.77074671e+00]
 [-5.95981628e+02  1.08356506e+02  4.98583260e+01 ... -5.91910839e+00
   8.89735031e+00  1.05241547e+01]
 [-5.98423828e+02  1.04938370e+02  4.53513069e+01 ...  7.28960180e+00
   1.67038803e+01  1.37309027e+01]]"
data\TNI\TNI\wav\arctic_a0325.wav,Whiz zip bang Lop Ear screamed with sudden anguish,"[[-578.7803      92.59713     41.146103  ...   -4.6889753    4.6314883
    -4.435983 ]
 [-568.6831     108.25653     51.017696  ...   -2.9751143    4.13651
    -1.8745866]
 [-561.67224    102.81433     47.218037  ...   16.18372      2.0885606
    -5.528746 ]
 ...
 [-577.8588     101.80202     28.879526  ...   -5.7127447    5.853691
     1.477921 ]
 [-578.9564     105.57375     36.372902  ...   -7.9117527    8.226634
     5.1812367]
 [-589.3919      84.26977     15.855696  ...    0.87875      2.1624875
     4.1527576]]"
data\TNI\TNI\wav\arctic_a0326.wav,Cherokee identified himself with his instinct,"[[-4.73947723e+02  9.66406708e+01  1.15719233e+01 ... -1.26990337e+01
   1.03982162e+01 -4.71510887e-02]
 [-5.36252625e+02  9.97448730e+01  2.97983780e+01 ... -4.70969534e+00
   1.12478218e+01  3.11632156e+00]
 [-5.55040161e+02  8.12972412e+01  2.36132851e+01 ... -2.02094054e+00
   1.86971951e+01  4.11936617e+00]
 ...
 [-6.13046509e+02  1.17700897e+02  4.05875549e+01 ... -9.83666229e+00
  -4.70465136e+00  2.50857663e+00]
 [-6.20568176e+02  1.27373245e+02  5.19026070e+01 ... -3.03180754e-01
  -2.15112138e+00  1.60925770e+00]
 [-6.18563416e+02  1.06561188e+02  3.42803154e+01 ... -1.19737530e+01
  -2.84726262e+00  4.54837179e+00]]"
data\TNI\TNI\wav\arctic_a0327.wav,They were less stooped than we less springy in their movements,"[[-5.2938428e+02  1.1151686e+02  1.4340570e+01 ...  1.1561234e+01
   9.1147861e+00  6.1714020e+00]
 [-5.9820911e+02  1.2046074e+02  3.8281914e+01 ...  9.6665204e-02
   7.3044510e+00  1.0075474e+01]
 [-5.9044995e+02  1.2681781e+02  4.1952179e+01 ... -9.3627939e+00
   6.9363260e+00  9.2991209e+00]
 ...
 [-5.3115314e+02  5.9136864e+01  4.5712715e+01 ...  2.6796616e+01
   1.5215446e+01 -2.3540087e+00]
 [-5.6369781e+02  8.4972923e+01  4.4280815e+01 ...  5.0314374e+00
   1.7886674e+00  3.2936168e-01]
 [-6.1664630e+02  1.1038815e+02  5.2067551e+01 ...  1.8288429e+01
   1.0272207e+01  8.2473640e+00]]"
data\TNI\TNI\wav\arctic_a0328.wav,The Fire People like ourselves lived in caves,"[[-598.53973    117.229225    28.67197   ...   -6.463914     4.631571
     9.154974 ]
 [-591.1585     123.8867      34.984375  ...   -6.36856      7.7514753
     0.9672551]
 [-597.95953    116.35936     36.1409    ...   -2.9083471    9.571411
    -7.9916534]
 ...
 [-580.3552      90.808044    54.446735  ...   14.570611   -15.76416
     2.5055447]
 [-613.7199     109.70555     47.209175  ...   -2.2231154  -15.761001
     3.7607954]
 [-628.7431     104.29991     49.961037  ...    1.1238953    2.462977
    12.545843 ]]"
data\TNI\TNI\wav\arctic_a0329.wav,Ah indeed,"[[-4.5329108e+02  1.1565578e+02  1.0979224e+01 ...  2.2759376e+00
   7.5349636e+00  4.5812178e-01]
 [-6.1077332e+02  1.1385291e+02  3.3419250e+01 ...  5.1481671e+00
   9.7836399e+00  1.4292140e+01]
 [-6.0995435e+02  1.3065704e+02  4.1137238e+01 ...  4.8888114e-01
   1.3404420e+01  1.4304037e+01]
 ...
 [-7.7954950e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.7954950e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.7954950e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
data\TNI\TNI\wav\arctic_a0330.wav,Red Eye never committed a more outrageous deed,"[[-5.4635522e+02  1.0349316e+02  1.2535183e+01 ... -9.7523975e+00
  -4.7874398e+00 -1.0816397e+01]
 [-5.9554425e+02  1.1375393e+02  5.6626198e+01 ...  1.2143893e+00
   7.3478804e+00  9.7922211e+00]
 [-6.0392511e+02  1.2259435e+02  5.2029984e+01 ...  4.1042466e+00
   3.7739129e+00  7.3592129e+00]
 ...
 [-6.0602338e+02  1.2082264e+02  5.1111679e+01 ...  3.9402814e+00
   6.3026032e+00  9.5967255e+00]
 [-6.1395624e+02  1.0578419e+02  3.9231331e+01 ...  2.2399151e-01
   8.3024901e-01  3.2257314e+00]
 [-5.0288803e+02  9.7611053e+01  2.5495579e+01 ...  4.8105073e+00
   4.4715772e+00 -2.6330647e-01]]"
data\TNI\TNI\wav\arctic_a0331.wav,Poor little Crooked Leg was terribly scared,"[[-610.2064      84.95212     45.464516  ...    8.017313     6.7717733
     0.9073117]
 [-594.93915     99.02275     49.41832   ...   11.485569     9.661055
     4.5655203]
 [-583.6569     113.160736    56.37089   ...    2.6773195    7.257328
    10.700367 ]
 ...
 [-602.5044      80.717606    30.050701  ...   17.618382    12.712912
     4.1476145]
 [-526.8838      49.154945    31.191963  ...    9.250071    10.77581
    -3.9385195]
 [-528.8086      78.050995    23.785975  ...   17.22105      9.957853
    -6.003888 ]]"
